time,open,high,low,close,volume
2018-01-17T22:15:00Z,11373,11386,10964,11086,-424.41667610999775
2018-01-17T22:30:00Z,11086,11166,10845,10948,-192.46861223999935
2018-01-17T22:45:00Z,10932,11140,10800,10955,-189.7045664299983
2018-01-17T23:00:00Z,10939,10990,10686,10738,-329.3320555099995
2018-01-17T23:15:00Z,10734,11191,10680.82007263,10966,69.86535320999916
2018-01-17T23:30:00Z,10965,11228,10901,11200,-127.01465329000004
2018-01-17T23:45:00Z,11201,11219,10932,11108,-143.0096946999987
2018-01-18T00:00:00Z,11113,11144,10789,10928,-174.1699580699994
2018-01-18T00:15:00Z,10927,10997,10775,10810,-98.38985671000002
2018-01-18T00:30:00Z,10809,11049,10809,10947,10.795956219999521
2018-01-18T00:45:00Z,10947,11249,10866,11216.91108778,178.7796257400004
2018-01-18T01:00:00Z,11216.91108778,11354,11085,11354,94.8345072699998
2018-01-18T01:15:00Z,11354,11551,11354,11438.83497277,244.72349965000026
2018-01-18T01:30:00Z,11428,11456,11178,11348,67.08632052999954
2018-01-18T01:45:00Z,11348,11434,11240,11431,-78.07637743000006
2018-01-18T02:00:00Z,11431,11469,11318.11813423,11445,-25.837096390000166
2018-01-18T02:15:00Z,11445,11629,11440,11611,71.24638074000039
2018-01-18T02:30:00Z,11615,11649,11441,11450,-737.7968236899992
2018-01-18T02:45:00Z,11450,11669,11450,11636,-28.88855521999976
2018-01-18T03:00:00Z,11636,11637,11528.76640125,11596,-296.60900953999953
2018-01-18T03:15:00Z,11596,11670,11452,11510,-78.96082956999992
2018-01-18T03:30:00Z,11510,11532,11251,11287.30638228,-388.80116313999946
2018-01-18T03:45:00Z,11288,11309,11185,11217,-151.51157772000016
2018-01-18T04:00:00Z,11220,11456,11217,11400,-17.345886820000118
2018-01-18T04:15:00Z,11400,11401,11125,11159,-132.04433994999977
2018-01-18T04:30:00Z,11160,11204,10967,11056,-311.3409390500001
2018-01-18T04:45:00Z,11056,11148,10967,10984,-79.25107752000007
2018-01-18T05:00:00Z,10982,10991,10745,10800,-253.97546433999892
2018-01-18T05:15:00Z,10800,11000,10750,10976,43.3526456000001
2018-01-18T05:30:00Z,10977,11098,10870,10870,-7.911131380000034
2018-01-18T05:45:00Z,10870,10948,10811,10912,-161.36184367999914
2018-01-18T06:00:00Z,10905,11311,10900,11143,230.1544408300004
2018-01-18T06:15:00Z,11141,11177,11027,11090,-284.848028549999
2018-01-18T06:30:00Z,11091,11100,10900,10950,-221.20676631999982
2018-01-18T06:45:00Z,10950,11141,10932,11090,63.48780097999992
2018-01-18T07:00:00Z,11090.71178065,11135,11029,11063,-59.450942309999874
2018-01-18T07:15:00Z,11064,11064,10631,10778,-602.9212166200006
2018-01-18T07:30:00Z,10783,10785,10606,10607,-36.63503746999969
2018-01-18T07:45:00Z,10607,10718.45484453,10515,10540,-194.20928073999968
2018-01-18T08:00:00Z,10539,10845,10515,10712,84.67565636999976
2018-01-18T08:15:00Z,10713,10776,10617,10774.54568554,4.023862870000066
2018-01-18T08:30:00Z,10774.54568554,10883,10711,10814,53.894717389999926
2018-01-18T08:45:00Z,10814,10830,10685,10778,-178.29317965999996
2018-01-18T09:00:00Z,10779,11201,10737,11070,176.29701234000163
2018-01-18T09:15:00Z,11076,11241,11049,11136,-149.6199383899998
2018-01-18T09:30:00Z,11139,11322,11061,11298,38.0834678200002
2018-01-18T09:45:00Z,11285,11371,11150,11191,-109.94027925000026
2018-01-18T10:00:00Z,11191,11272,11109,11201,-178.11673106999993
2018-01-18T10:15:00Z,11201,11285,11073,11084.89788039,-72.43078193999985
2018-01-18T10:30:00Z,11089,11193,11058,11153.07128519,13.728533819999894
2018-01-18T10:45:00Z,11153.07128519,11314.82765409,11150,11251,54.2329336699998
2018-01-18T11:00:00Z,11252,11529,11251,11400,38.098312859999915
2018-01-18T11:15:00Z,11400,11608,11373,11545,258.0042856800009
2018-01-18T11:30:00Z,11536,11590,11447,11480,-224.26289675000004
2018-01-18T11:45:00Z,11481,11532,11421,11462,-76.86817174000007
2018-01-18T12:00:00Z,11463,11749,11462,11678.55866091,408.5607361400023
