time,open,high,low,close,volume
2018-01-28T17:00:00Z,11834,11862,11710,11794,788.8045244199974
2018-01-28T18:00:00Z,11791,11837,11746,11749,-64.42443257
2018-01-28T19:00:00Z,11749,11876.88314788,11717,11876,4.050572729999991
2018-01-28T20:00:00Z,11871,11930,11823,11895,304.95088572999964
2018-01-28T21:00:00Z,11892,11940,11861,11935,61.42049793999991
2018-01-28T22:00:00Z,11934,11939,11861,11886,-88.60768970999996
2018-01-28T23:00:00Z,11890,11904,11795,11828,-57.21347463000001
2018-01-29T00:00:00Z,11835,11975,11804,11858,83.13520238
2018-01-29T01:00:00Z,11857,11860,11448,11508,-1018.4921940400023
2018-01-29T02:00:00Z,11512,11594,11413,11560,-151.62002391999982
2018-01-29T03:00:00Z,11560,11588.89833639,11411,11545,-160.81686991000007
2018-01-29T04:00:00Z,11547,11670,11510,11621,41.79800819999972
2018-01-29T05:00:00Z,11622,11622,11540,11582,-78.13727543999987
2018-01-29T06:00:00Z,11577,11621.12308559,11256,11398,-483.75741439
2018-01-29T07:00:00Z,11397,11398,11280,11293,-78.39922260000002
2018-01-29T08:00:00Z,11294,11469,11214,11385,-10.922927790000722
2018-01-29T09:00:00Z,11385,11424,11321,11372,78.85597009000007
2018-01-29T10:00:00Z,11372,11472,11334,11397,26.103163000000123
2018-01-29T11:00:00Z,11389,11397,11073.33958175,11236,-763.2470452099998
2018-01-29T12:00:00Z,11235,11279,11187,11224,93.80009830999998
2018-01-29T13:00:00Z,11224,11328,11212,11328,108.74023047999998
2018-01-29T14:00:00Z,11328,11427,11316,11331,-92.59801283999997
2018-01-29T15:00:00Z,11331,11420,11240,11402,64.41870347999996
2018-01-29T16:00:00Z,11401.12370948,11432,11296.92280518,11377,-88.93749035000005
2018-01-29T17:00:00Z,11378,11450,11338,11380,171.61272750999981
2018-01-29T18:00:00Z,11383,11421.72019941,11280,11352,207.46572217000042
2018-01-29T19:00:00Z,11351,11351,11201,11225,-259.1508602200001
2018-01-29T20:00:00Z,11225,11317,11208,11238,-46.55755433999994
2018-01-29T21:00:00Z,11238,11346,11214,11315,5.839160890000084
2018-01-29T22:00:00Z,11314,11315,11070,11121,-413.7900449800002
2018-01-29T23:00:00Z,11120,11294,11111,11217.81768538,595.6355145899997
2018-01-30T00:00:00Z,11217.81768538,11250,11164,11198.89608742,29.768944130000055
2018-01-30T01:00:00Z,11186,11204,10850,10892,-1606.8797620699956
